True Values,Predicted Values,True Characters,Predicted Characters,Character Distance,Matching
0.47,-0.01042404,P,L,4,0
-0.12,0.010255888,K,M,2,0
-0.12,-0.08998977,K,K,0,1
0.12,-0.055658072,N,L,2,0
0.07,-0.01814305,M,L,1,0
-0.05,-0.01696913,L,L,0,1
-0.07,-0.08534237,K,K,0,1
-0.07,0.03363578,K,M,2,0
-0.35,-0.08382563,G,K,4,0
0.04,-0.08684551,M,K,2,0
-0.18,-0.08700836,I,K,2,0
-0.33,-0.02271676,G,L,5,0
0.32,0.117060214,O,N,1,0
0.6,0.054057956,P,M,3,0
-0.49,-0.057068393,E,L,7,0
0.05,-0.03857355,M,L,1,0
0.07,-0.16333309,M,J,3,0
-0.07,-0.07015073,K,K,0,1
0.26,0.05714506,O,M,2,0
0.3,0.03845413,O,M,2,0
-0.42,-0.023429036,F,L,6,0
0.46,0.017758444,P,M,3,0
-0.3,0.041972905,G,M,6,0
0.12,-0.05571039,N,L,2,0
-0.18,-0.03968668,I,L,3,0
0.3,0.041612364,O,M,2,0
-0.04,-0.059369877,L,L,0,1
0.0,-0.11495317,M,K,2,0
0.09,0.11172471,N,N,0,1
-0.77,-0.00018978119,D,M,9,0
0.14,0.059975326,N,M,1,0
0.23,0.05678074,O,M,2,0
0.07,-0.14687432,M,J,3,0
-0.14,-0.09024388,J,K,1,0
-0.09,-0.013545632,K,L,1,0
0.53,0.0026289374,P,M,3,0
0.11,0.054434292,N,M,1,0
-0.18,-0.09285969,I,K,2,0
-0.25,-0.09299843,H,K,3,0
0.0,-0.09584399,M,K,2,0
0.0,-0.05031149,M,L,1,0
0.0,-0.011353403,M,L,1,0
0.0,-0.019827388,M,L,1,0
0.0,0.043780252,M,M,0,1
0.25,-0.037273332,O,L,3,0
0.04,-0.012545109,M,L,1,0
-0.12,-0.050180823,K,L,1,0
0.47,-0.023469843,P,L,4,0
-0.12,0.012283251,K,M,2,0
-0.12,-0.08986168,K,K,0,1
0.12,-0.04549314,N,L,2,0
0.07,-0.0069110915,M,L,1,0
-0.05,-0.0053592473,L,L,0,1
-0.07,-0.08542263,K,K,0,1
-0.07,0.03459677,K,M,2,0
-0.35,-0.09204362,G,K,4,0
0.04,-0.06625412,M,L,1,0
-0.18,-0.0957988,I,K,2,0
-0.33,-0.033251986,G,L,5,0
0.32,0.1179687,O,N,1,0
0.6,0.05067639,P,M,3,0
-0.49,-0.05604911,E,L,7,0
0.05,-0.03586808,M,L,1,0
0.07,-0.15413071,M,J,3,0
-0.07,-0.06878265,K,L,1,0
0.26,0.055123985,O,M,2,0
0.3,0.040982082,O,M,2,0
-0.42,-0.015981182,F,L,6,0
0.46,0.02154103,P,M,3,0
-0.3,0.049282283,G,M,6,0
0.12,-0.056428224,N,L,2,0
-0.18,-0.04175891,I,L,3,0
0.3,0.04561904,O,M,2,0
-0.04,-0.056219786,L,L,0,1
0.0,-0.10435589,M,K,2,0
0.09,0.10524027,N,N,0,1
-0.77,0.0038710386,D,M,9,0
0.14,0.05719626,N,M,1,0
0.23,0.049069747,O,M,2,0
-0.12,-0.019958347,K,L,1,0
-0.14,-0.104414105,J,K,1,0
-0.09,-0.024577148,K,L,1,0
0.53,-0.008648351,P,L,4,0
0.11,0.0474502,N,M,1,0
-0.18,-0.09566367,I,K,2,0
-0.25,-0.09937231,H,K,3,0
0.0,-0.10254618,M,K,2,0
0.0,-0.045893915,M,L,1,0
0.0,-0.012243293,M,L,1,0
0.0,0.0050371587,M,M,0,1
0.0,0.027564086,M,M,0,1
0.25,-0.019378483,O,L,3,0
0.04,-0.017492384,M,L,1,0
-0.12,-0.054284036,K,L,1,0
0.47,-0.032856308,P,L,4,0
-0.12,0.011255041,K,M,2,0
-0.12,-0.09886535,K,K,0,1
0.12,-0.038846187,N,L,2,0
0.07,0.006080702,M,M,0,1
-0.05,0.007957414,L,M,1,0
-0.07,-0.07372839,K,K,0,1
-0.07,0.030170873,K,M,2,0
-0.35,-0.10117709,G,K,4,0
0.04,-0.044026107,M,L,1,0
-0.18,-0.09994162,I,K,2,0
-0.33,-0.034666657,G,L,5,0
0.32,0.10931969,O,N,1,0
0.6,0.056046292,P,M,3,0
-0.49,-0.05185701,E,L,7,0
0.05,-0.029595226,M,L,1,0
0.07,-0.14287475,M,J,3,0
-0.07,-0.06940133,K,L,1,0
0.26,0.052802786,O,M,2,0
0.3,0.0458169,O,M,2,0
-0.42,-0.01393424,F,L,6,0
0.46,0.0192938,P,M,3,0
-0.3,0.048027694,G,M,6,0
0.12,-0.047459602,N,L,2,0
-0.18,-0.043469146,I,L,3,0
0.3,0.05386027,O,M,2,0
-0.04,-0.04650387,L,L,0,1
0.0,-0.09193878,M,K,2,0
0.09,0.10273239,N,N,0,1
-0.77,0.014479667,D,M,9,0
0.14,0.061142594,N,M,1,0
0.23,0.05245483,O,M,2,0
-0.12,-0.016017005,K,L,1,0
-0.09,-0.056679353,K,L,1,0
-0.09,-0.031044886,K,L,1,0
0.53,-0.015195191,P,L,4,0
0.11,0.046778686,N,M,1,0
-0.18,-0.092534505,I,K,2,0
-0.25,-0.1056558,H,K,3,0
0.0,-0.10204485,M,K,2,0
0.0,-0.038036503,M,L,1,0
0.0,-0.0137709305,M,L,1,0
0.0,0.016766414,M,M,0,1
0.0,0.018085398,M,M,0,1
0.25,-0.0028012395,O,L,3,0
0.04,-0.022179306,M,L,1,0
-0.12,-0.05181761,K,L,1,0
0.47,-0.03281255,P,L,4,0
-0.12,0.009130344,K,M,2,0
-0.12,-0.112932466,K,K,0,1
0.12,-0.040509112,N,L,2,0
0.07,0.015054241,M,M,0,1
-0.05,0.018169865,L,M,1,0
-0.07,-0.05949582,K,L,1,0
-0.07,0.035158336,K,M,2,0
-0.35,-0.0941773,G,K,4,0
0.04,-0.02034761,M,L,1,0
-0.18,-0.11436541,I,K,2,0
-0.33,-0.03348671,G,L,5,0
0.32,0.12275813,O,N,1,0
0.6,0.04641235,P,M,3,0
-0.49,-0.06992222,E,K,6,0
0.05,-0.04200667,M,L,1,0
0.07,-0.13862684,M,J,3,0
-0.07,-0.07127298,K,K,0,1
0.26,0.053503327,O,M,2,0
0.3,0.041087106,O,M,2,0
-0.42,-0.019842252,F,L,6,0
0.46,0.011453629,P,M,3,0
-0.3,0.03775662,G,M,6,0
0.12,-0.050101653,N,L,2,0
-0.18,-0.044988453,I,L,3,0
0.3,0.051675536,O,M,2,0
-0.04,-0.051376194,L,L,0,1
0.0,-0.10393627,M,K,2,0
0.09,0.08242978,N,M,1,0
-0.77,0.010228485,D,M,9,0
0.14,0.05474919,N,M,1,0
0.23,0.04765421,O,M,2,0
-0.12,-0.018077195,K,L,1,0
-0.09,-0.054706827,K,L,1,0
0.11,-0.077999,N,K,3,0
0.53,-0.017783284,P,L,4,0
0.11,0.044221185,N,M,1,0
-0.18,-0.08071123,I,K,2,0
-0.25,-0.10569892,H,K,3,0
0.0,-0.09008915,M,K,2,0
0.0,-0.036070623,M,L,1,0
0.0,-0.009977385,M,L,1,0
0.0,0.019745052,M,M,0,1
0.0,0.017360255,M,M,0,1
0.25,0.0091560185,O,M,2,0
0.04,-0.022337258,M,L,1,0
-0.12,-0.047540903,K,L,1,0
0.47,-0.018518202,P,L,4,0
-0.12,0.01235953,K,M,2,0
-0.12,-0.1235572,K,K,0,1
0.12,-0.04567676,N,L,2,0
0.07,0.016035154,M,M,0,1
-0.05,0.021318689,L,M,1,0
-0.07,-0.046543017,K,L,1,0
-0.07,0.044139273,K,M,2,0
-0.35,-0.07940289,G,K,4,0
0.04,-0.016228572,M,L,1,0
-0.18,-0.11689313,I,K,2,0
-0.33,-0.03258586,G,L,5,0
0.32,0.10979271,O,N,1,0
0.6,0.040199056,P,M,3,0
-0.49,-0.07151563,E,K,6,0
0.05,-0.046051256,M,L,1,0
0.07,-0.1467779,M,J,3,0
-0.07,-0.07160757,K,K,0,1
0.26,0.056767523,O,M,2,0
0.3,0.039048687,O,M,2,0
-0.42,-0.03199038,F,L,6,0
0.46,0.003158152,P,M,3,0
-0.3,0.02501148,G,M,6,0
0.12,-0.051399335,N,L,2,0
-0.18,-0.04099381,I,L,3,0
0.3,0.04460506,O,M,2,0
-0.04,-0.063883126,L,L,0,1
0.0,-0.11924708,M,K,2,0
0.09,0.06725192,N,M,1,0
-0.77,0.0064783096,D,M,9,0
0.14,0.05136694,N,M,1,0
0.23,0.045615643,O,M,2,0
-0.12,-0.014406115,K,L,1,0
-0.09,-0.049653336,K,L,1,0
0.11,-0.070294514,N,K,3,0
0.16,0.03308426,N,M,1,0
0.11,0.031701982,N,M,1,0
-0.18,-0.07801959,I,K,2,0
-0.25,-0.10210774,H,K,3,0
0.0,-0.073213555,M,K,2,0
0.0,-0.025407843,M,L,1,0
0.0,0.032737404,M,M,0,1
0.0,0.032286793,M,M,0,1
0.0,0.024081089,M,M,0,1
0.25,0.0139727965,O,M,2,0
0.04,-0.028613254,M,L,1,0
-0.12,-0.03633012,K,L,1,0
0.47,0.03445472,P,M,3,0
-0.12,0.02143766,K,M,2,0
-0.12,-0.12577641,K,J,1,0
0.12,-0.06085386,N,L,2,0
0.07,0.023157015,M,M,0,1
-0.05,0.018353567,L,M,1,0
-0.07,-0.03958524,K,L,1,0
-0.07,0.056245238,K,M,2,0
-0.35,-0.06479137,G,L,5,0
0.04,-0.013719961,M,L,1,0
-0.18,-0.10615801,I,K,2,0
-0.33,-0.030185774,G,L,5,0
0.32,0.07285095,O,M,2,0
0.6,0.030874468,P,M,3,0
-0.49,-0.099038996,E,K,6,0
0.05,-0.043998867,M,L,1,0
0.07,-0.1647601,M,J,3,0
-0.07,-0.06640622,K,L,1,0
0.26,0.05749795,O,M,2,0
0.3,0.042525426,O,M,2,0
-0.42,-0.041017354,F,L,6,0
0.46,-0.001771763,P,M,3,0
-0.3,0.0008748472,G,M,6,0
0.12,-0.04951082,N,L,2,0
-0.18,-0.029408425,I,L,3,0
0.3,0.037641764,O,M,2,0
-0.04,-0.08130716,L,K,1,0
0.0,-0.13140424,M,J,3,0
0.09,0.045529217,N,M,1,0
-0.77,-0.0046357065,D,L,8,0
0.14,0.031305805,N,M,1,0
0.23,0.028286174,O,M,2,0
-0.12,-0.03919539,K,L,1,0
-0.09,-0.06358203,K,L,1,0
0.11,-0.07911274,N,K,3,0
0.16,0.016346663,N,M,1,0
0.28,0.0065273046,O,M,2,0
-0.18,-0.08080606,I,K,2,0
-0.25,-0.0999743,H,K,3,0
0.0,-0.06481734,M,L,1,0
0.0,-0.025501743,M,L,1,0
0.0,0.040700994,M,M,0,1
0.0,0.03423541,M,M,0,1
0.0,0.021059856,M,M,0,1
0.25,0.012332335,O,M,2,0
0.04,-0.030480333,M,L,1,0
-0.12,-0.033831798,K,L,1,0
0.47,0.052698873,P,M,3,0
-0.12,0.02181685,K,M,2,0
-0.12,-0.11376787,K,K,0,1
0.12,-0.065919995,N,L,2,0
0.07,0.01769495,M,M,0,1
-0.05,0.009557143,L,M,1,0
-0.07,-0.03909594,K,L,1,0
-0.07,0.06019397,K,M,2,0
-0.35,-0.05000727,G,L,5,0
0.04,-0.0064155906,M,L,1,0
-0.18,-0.09806759,I,K,2,0
-0.33,-0.01232399,G,L,5,0
0.32,0.08604141,O,M,2,0
0.6,0.013043903,P,M,3,0
-0.49,-0.106167115,E,K,6,0
0.05,-0.066329464,M,L,1,0
0.07,-0.16322723,M,J,3,0
-0.07,-0.06909126,K,L,1,0
0.26,0.052338406,O,M,2,0
0.3,0.045166276,O,M,2,0
-0.42,-0.042429984,F,L,6,0
0.46,0.0003003329,P,M,3,0
-0.3,0.00048293173,G,M,6,0
0.12,-0.04653877,N,L,2,0
-0.18,-0.017316654,I,L,3,0
0.3,0.03106153,O,M,2,0
-0.04,-0.07971759,L,K,1,0
0.0,-0.13397664,M,J,3,0
0.09,0.050019383,N,M,1,0
-0.77,-0.008462951,D,L,8,0
0.14,0.032258198,N,M,1,0
0.23,0.02838169,O,M,2,0
-0.12,-0.042819917,K,L,1,0
-0.09,-0.065599024,K,L,1,0
0.11,-0.07538992,N,K,3,0
0.16,0.020647049,N,M,1,0
0.28,0.006298542,O,M,2,0
0.16,0.050502107,N,M,1,0
-0.25,-0.09628886,H,K,3,0
0.0,-0.060697995,M,L,1,0
0.0,-0.011227556,M,L,1,0
0.0,0.056455538,M,M,0,1
0.0,0.0333647,M,M,0,1
0.0,0.016889885,M,M,0,1
0.25,0.013719194,O,M,2,0
0.04,-0.03564723,M,L,1,0
-0.12,-0.029266603,K,L,1,0
0.47,0.08648725,P,M,3,0
-0.12,0.02706749,K,M,2,0
-0.12,-0.10022677,K,K,0,1
0.12,-0.06362972,N,L,2,0
0.07,0.01206322,M,M,0,1
-0.05,3.1501055e-05,L,M,1,0
-0.07,-0.0466673,K,L,1,0
-0.07,0.054239966,K,M,2,0
-0.35,-0.048821263,G,L,5,0
0.04,0.005806163,M,M,0,1
-0.18,-0.08528602,I,K,2,0
-0.33,0.004895851,G,M,6,0
0.32,0.095477164,O,N,1,0
0.6,0.002184406,P,M,3,0
-0.49,-0.086311124,E,K,6,0
0.05,-0.073179685,M,K,2,0
0.07,-0.103878036,M,K,2,0
-0.07,-0.0956368,K,K,0,1
0.26,0.045477375,O,M,2,0
0.3,0.0433809,O,M,2,0
-0.42,-0.035950616,F,L,6,0
0.46,0.006927669,P,M,3,0
-0.3,0.008886293,G,M,6,0
0.12,-0.047831252,N,L,2,0
-0.18,0.011729941,I,M,4,0
0.3,0.027777717,O,M,2,0
-0.04,-0.07377489,L,K,1,0
0.0,-0.12525892,M,J,3,0
0.09,0.07438345,N,M,1,0
-0.77,-0.0069378167,D,L,8,0
0.14,0.06793676,N,M,1,0
0.23,0.054260008,O,M,2,0
-0.12,-0.033787146,K,L,1,0
-0.09,-0.043930247,K,L,1,0
0.11,-0.042130083,N,L,2,0
0.16,0.05211033,N,M,1,0
0.28,0.0400234,O,M,2,0
0.16,0.08654381,N,M,1,0
0.12,-0.0452611,N,L,2,0
0.0,-0.07010539,M,K,2,0
0.0,-0.0067407116,M,L,1,0
0.0,0.07744941,M,M,0,1
0.0,0.041850917,M,M,0,1
0.0,0.010124907,M,M,0,1
0.25,0.013297111,O,M,2,0
0.04,-0.032599464,M,L,1,0
-0.12,-0.026476122,K,L,1,0
0.47,0.08846629,P,N,2,0
-0.12,0.049025208,K,M,2,0
-0.12,-0.0814805,K,K,0,1
0.12,-0.051084816,N,L,2,0
0.07,0.016671777,M,M,0,1
-0.05,-0.0032344162,L,L,0,1
-0.07,-0.055341303,K,L,1,0
-0.07,0.042057343,K,M,2,0
-0.35,-0.053089857,G,L,5,0
0.04,0.02019009,M,M,0,1
-0.18,-0.07161165,I,K,2,0
-0.33,0.022997499,G,M,6,0
0.32,0.11404362,O,N,1,0
0.6,0.003764242,P,M,3,0
-0.49,-0.091448374,E,K,6,0
0.05,-0.084444806,M,K,2,0
0.07,-0.09204475,M,K,2,0
-0.07,-0.11179491,K,K,0,1
0.26,0.038379997,O,M,2,0
0.3,0.04049947,O,M,2,0
-0.42,-0.02838251,F,L,6,0
0.46,0.011890143,P,M,3,0
-0.3,0.020616546,G,M,6,0
0.12,-0.05142203,N,L,2,0
-0.18,0.012072995,I,M,4,0
0.3,0.033942506,O,M,2,0
-0.04,-0.07016885,L,K,1,0
0.0,-0.11259552,M,K,2,0
0.09,0.08133094,N,M,1,0
-0.77,0.0031000227,D,M,9,0
0.14,0.07253842,N,M,1,0
0.23,0.06584728,O,M,2,0
-0.12,-0.027344912,K,L,1,0
-0.09,-0.043888614,K,L,1,0
0.11,-0.032650173,N,L,2,0
0.16,0.06404835,N,M,1,0
0.28,0.0528156,O,M,2,0
0.16,0.09662844,N,N,0,1
0.12,-0.028226376,N,L,2,0
-0.81,-0.0019082278,C,M,10,0
0.0,0.0037394315,M,M,0,1
0.0,0.08652368,M,M,0,1
0.0,0.045932047,M,M,0,1
0.0,-0.0021845698,M,M,0,1
0.25,0.013120703,O,M,2,0
0.04,-0.031801946,M,L,1,0
-0.12,-0.02322162,K,L,1,0
0.47,0.080020666,P,M,3,0
-0.12,0.06083013,K,M,2,0
-0.12,-0.07036234,K,K,0,1
0.12,-0.03511613,N,L,2,0
0.07,0.024392135,M,M,0,1
-0.05,0.0001977086,L,M,1,0
-0.07,-0.054932684,K,L,1,0
-0.07,0.031134926,K,M,2,0
-0.35,-0.057325967,G,L,5,0
0.04,0.026777506,M,M,0,1
-0.18,-0.06305386,I,L,3,0
-0.33,0.04046473,G,M,6,0
0.32,0.12844467,O,N,1,0
0.6,0.012383655,P,M,3,0
-0.49,-0.08779127,E,K,6,0
0.05,-0.08798235,M,K,2,0
0.07,-0.0746829,M,K,2,0
-0.07,-0.10706839,K,K,0,1
0.26,0.029465161,O,M,2,0
0.3,0.0345681,O,M,2,0
-0.42,-0.021910325,F,L,6,0
0.46,0.012387425,P,M,3,0
-0.3,0.027174957,G,M,6,0
0.12,-0.0535307,N,L,2,0
-0.18,0.013746269,I,M,4,0
0.3,0.042026818,O,M,2,0
-0.04,-0.07155521,L,K,1,0
0.0,-0.104622565,M,K,2,0
0.09,0.08239894,N,M,1,0
-0.77,0.0077955425,D,M,9,0
0.14,0.075991474,N,M,1,0
0.23,0.06646539,O,M,2,0
-0.12,-0.034542516,K,L,1,0
-0.09,-0.050236613,K,L,1,0
0.11,-0.0341848,N,L,2,0
0.16,0.06401681,N,M,1,0
0.28,0.05403848,O,M,2,0
0.16,0.09571083,N,N,0,1
0.12,-0.025970548,N,L,2,0
-0.81,-0.0031766444,C,L,9,0
0.46,0.009218812,P,M,3,0
0.0,0.08893699,M,N,1,0
0.0,0.0448087,M,M,0,1
0.0,-0.02114869,M,L,1,0
0.25,0.0073060244,O,M,2,0
0.04,-0.031620532,M,L,1,0
-0.12,-0.022318393,K,L,1,0
0.47,0.07261083,P,M,3,0
-0.12,0.063568,K,M,2,0
-0.12,-0.068596475,K,L,1,0
0.12,-0.02937717,N,L,2,0
0.07,0.032935716,M,M,0,1
-0.05,0.006825626,L,M,1,0
-0.07,-0.05081991,K,L,1,0
-0.07,0.026940323,K,M,2,0
-0.35,-0.06478247,G,L,5,0
0.04,0.027111888,M,M,0,1
-0.18,-0.061405763,I,L,3,0
-0.33,0.04969918,G,M,6,0
0.32,0.13978331,O,N,1,0
0.6,0.022029713,P,M,3,0
-0.49,-0.078138955,E,K,6,0
0.05,-0.09044135,M,K,2,0
0.07,-0.07742598,M,K,2,0
-0.07,-0.04750461,K,L,1,0
0.26,0.034849286,O,M,2,0
0.3,0.051711656,O,M,2,0
-0.42,-0.02983214,F,L,6,0
0.46,0.008541614,P,M,3,0
-0.3,0.02188728,G,M,6,0
0.12,-0.049806654,N,L,2,0
-0.18,0.018666565,I,M,4,0
0.3,0.054595947,O,M,2,0
-0.04,-0.078533426,L,K,1,0
0.0,-0.105151415,M,K,2,0
0.09,0.08017191,N,M,1,0
-0.77,0.010218039,D,M,9,0
0.14,0.07835672,N,M,1,0
0.23,0.060536973,O,M,2,0
-0.12,-0.04064937,K,L,1,0
-0.09,-0.059325963,K,L,1,0
0.11,-0.03857547,N,L,2,0
0.16,0.05850911,N,M,1,0
0.28,0.051298052,O,M,2,0
0.16,0.090546235,N,N,0,1
0.12,-0.02745235,N,L,2,0
-0.81,-0.007037133,C,L,9,0
0.46,0.010763764,P,M,3,0
-0.18,0.0014775395,I,M,4,0
0.0,0.03636618,M,M,0,1
0.0,-0.04035323,M,L,1,0
0.25,-0.002213776,O,M,2,0
0.04,-0.03048461,M,L,1,0
-0.12,-0.028515503,K,L,1,0
0.47,0.072295874,P,M,3,0
-0.12,0.059818827,K,M,2,0
-0.12,-0.07495752,K,K,0,1
0.12,-0.03169696,N,L,2,0
0.07,0.038889132,M,M,0,1
-0.05,0.011194915,L,M,1,0
-0.07,-0.043905184,K,L,1,0
-0.07,0.02937837,K,M,2,0
-0.35,-0.06948876,G,L,5,0
0.04,0.021801606,M,M,0,1
-0.18,-0.06466827,I,L,3,0
-0.33,0.04769308,G,M,6,0
0.32,0.14681283,O,N,1,0
0.6,0.033632927,P,M,3,0
-0.49,-0.06871865,E,L,7,0
0.05,-0.084291525,M,K,2,0
0.07,-0.064063504,M,L,1,0
-0.07,-0.03933864,K,L,1,0
0.26,0.017836347,O,M,2,0
0.3,0.043405145,O,M,2,0
-0.42,-0.07108847,F,K,5,0
0.46,0.0010372996,P,M,3,0
-0.3,0.011777796,G,M,6,0
0.12,-0.04192417,N,L,2,0
-0.18,0.026643276,I,M,4,0
0.3,0.06599672,O,M,2,0
-0.04,-0.09025879,L,K,1,0
0.0,-0.11420086,M,K,2,0
0.09,0.07407909,N,M,1,0
-0.77,0.008479536,D,M,9,0
0.14,0.07926245,N,M,1,0
0.23,0.054306976,O,M,2,0
-0.12,-0.041419566,K,L,1,0
-0.09,-0.06763983,K,L,1,0
0.11,-0.04220535,N,L,2,0
0.16,0.05172003,N,M,1,0
0.28,0.048134997,O,M,2,0
0.16,0.085753955,N,M,1,0
0.12,-0.023412496,N,L,2,0
-0.81,-0.0054499507,C,L,9,0
0.46,0.016760617,P,M,3,0
-0.18,0.003189534,I,M,4,0
0.0,-0.004819408,M,L,1,0
0.0,-0.056292467,M,L,1,0
0.25,-0.012410089,O,L,3,0
0.04,-0.026922457,M,L,1,0
-0.12,-0.03964995,K,L,1,0
0.47,0.0762121,P,M,3,0
-0.12,0.05268783,K,M,2,0
-0.12,-0.08191809,K,K,0,1
0.12,-0.037754864,N,L,2,0
0.07,0.03963287,M,M,0,1
-0.05,0.01183477,L,M,1,0
-0.07,-0.0362795,K,L,1,0
-0.07,0.033552207,K,M,2,0
-0.35,-0.07095273,G,K,4,0
0.04,0.016781554,M,M,0,1
-0.18,-0.07048724,I,K,2,0
-0.33,0.039863944,G,M,6,0
0.32,0.14711227,O,N,1,0
0.6,0.041826755,P,M,3,0
-0.49,-0.06066344,E,L,7,0
0.05,-0.07758696,M,K,2,0
0.07,-0.054598108,M,L,1,0
-0.07,-0.042408712,K,L,1,0
0.26,0.022561193,O,M,2,0
0.3,0.044130333,O,M,2,0
-0.42,-0.06995983,F,K,5,0
0.46,-0.001050055,P,M,3,0
-0.3,0.007321514,G,M,6,0
0.12,-0.043415383,N,L,2,0
-0.18,0.03432803,I,M,4,0
0.3,0.0693287,O,M,2,0
-0.04,-0.10179847,L,K,1,0
0.0,-0.12466496,M,J,3,0
0.09,0.071191475,N,M,1,0
-0.77,0.004479781,D,M,9,0
0.14,0.07756425,N,M,1,0
0.23,0.045650132,O,M,2,0
-0.12,-0.044971153,K,L,1,0
-0.09,-0.07207115,K,K,0,1
0.11,-0.047654033,N,L,2,0
0.16,0.04298991,N,M,1,0
0.28,0.040516675,O,M,2,0
0.16,0.079232804,N,M,1,0
0.12,-0.02229853,N,L,2,0
-0.81,-0.0077655613,C,L,9,0
0.46,0.01848127,P,M,3,0
-0.18,0.00059098005,I,M,4,0
0.0,-0.0024890006,M,L,1,0
0.11,0.08084492,N,M,1,0
0.25,-0.022129409,O,L,3,0
0.04,-0.026769094,M,L,1,0
-0.12,-0.049946167,K,L,1,0
0.47,0.08050048,P,M,3,0
-0.12,0.042565115,K,M,2,0
-0.12,-0.085426666,K,K,0,1
0.12,-0.040849768,N,L,2,0
0.07,0.038312696,M,M,0,1
-0.05,0.0041178316,L,M,1,0
-0.07,-0.0303827,K,L,1,0
-0.07,0.03506705,K,M,2,0
-0.35,-0.065544315,G,L,5,0
0.04,0.01799205,M,M,0,1
-0.18,-0.074433416,I,K,2,0
-0.33,0.03192406,G,M,6,0
0.32,0.14125472,O,N,1,0
0.6,0.037719086,P,M,3,0
-0.49,-0.05888672,E,L,7,0
0.05,-0.07025941,M,K,2,0
0.07,-0.041896142,M,L,1,0
-0.07,-0.03743878,K,L,1,0
0.26,0.01859212,O,M,2,0
0.3,0.04262489,O,M,2,0
-0.42,-0.05000382,F,L,6,0
0.46,-0.0065800846,P,L,4,0
-0.3,-0.0002952069,G,M,6,0
0.12,-0.054463744,N,L,2,0
-0.18,0.038559094,I,M,4,0
0.3,0.06189494,O,M,2,0
-0.04,-0.10862851,L,K,1,0
0.0,-0.12874186,M,J,3,0
0.09,0.0692224,N,M,1,0
-0.77,-0.0019001961,D,M,9,0
0.14,0.07119694,N,M,1,0
0.23,0.037696525,O,M,2,0
-0.12,-0.048198998,K,L,1,0
-0.09,-0.07730542,K,K,0,1
0.11,-0.053871445,N,L,2,0
0.16,0.03660865,N,M,1,0
0.28,0.031929404,O,M,2,0
0.16,0.0717628,N,M,1,0
0.12,-0.02473712,N,L,2,0
-0.81,-0.010732397,C,L,9,0
0.46,0.019275025,P,M,3,0
-0.18,-0.0011909902,I,M,4,0
0.0,-0.002273932,M,M,0,1
0.11,0.072573036,N,M,1,0
-0.18,0.043275908,I,M,4,0
0.04,-0.037377775,M,L,1,0
-0.12,-0.060535505,K,L,1,0
0.47,0.071375385,P,M,3,0
-0.12,0.032673657,K,M,2,0
-0.12,-0.08392416,K,K,0,1
0.12,-0.03756696,N,L,2,0
0.07,0.037253685,M,M,0,1
-0.05,-0.006876804,L,L,0,1
-0.07,-0.030097477,K,L,1,0
-0.07,0.027180575,K,M,2,0
-0.35,-0.0539034,G,L,5,0
0.04,0.029266156,M,M,0,1
-0.18,-0.07532716,I,K,2,0
-0.33,0.02861268,G,M,6,0
0.32,0.13137107,O,N,1,0
0.6,0.025050156,P,M,3,0
-0.49,-0.061627656,E,L,7,0
0.05,-0.064797096,M,L,1,0
0.07,-0.029662482,M,L,1,0
-0.07,-0.026928864,K,L,1,0
0.26,0.021919332,O,M,2,0
0.3,0.032433406,O,M,2,0
-0.42,-0.04818564,F,L,6,0
0.46,-0.015573926,P,L,4,0
-0.3,-0.007099919,G,L,5,0
0.12,-0.07589697,N,K,3,0
-0.18,0.02841504,I,M,4,0
0.3,0.047691602,O,M,2,0
-0.04,-0.11112755,L,K,1,0
0.0,-0.12426915,M,J,3,0
0.09,0.06896331,N,M,1,0
-0.77,-0.006283015,D,L,8,0
0.14,0.06819548,N,M,1,0
0.23,0.02952683,O,M,2,0
-0.12,-0.050838932,K,L,1,0
-0.09,-0.080191106,K,K,0,1
0.11,-0.06278577,N,L,2,0
0.16,0.028280646,N,M,1,0
0.28,0.025639534,O,M,2,0
0.16,0.059487253,N,M,1,0
0.12,-0.027522832,N,L,2,0
-0.81,-0.012823865,C,L,9,0
0.46,0.014723629,P,M,3,0
-0.18,-0.00697501,I,L,3,0
0.0,-0.008153647,M,L,1,0
0.11,0.062011793,N,M,1,0
-0.18,0.03605455,I,M,4,0
0.02,-0.011287004,M,L,1,0
-0.12,-0.07348251,K,K,0,1
0.47,0.06743355,P,M,3,0
-0.12,0.026594043,K,M,2,0
-0.12,-0.091739245,K,K,0,1
0.12,-0.044350132,N,L,2,0
0.07,0.03826815,M,M,0,1
-0.05,-0.018112205,L,L,0,1
-0.07,-0.035085745,K,L,1,0
-0.07,0.014797747,K,M,2,0
-0.35,-0.039192207,G,L,5,0
0.04,0.03807859,M,M,0,1
-0.18,-0.07247714,I,K,2,0
-0.33,0.027129985,G,M,6,0
0.32,0.12227705,O,N,1,0
0.6,0.011606395,P,M,3,0
-0.49,-0.06669862,E,L,7,0
0.05,-0.062151536,M,L,1,0
0.07,-0.024019718,M,L,1,0
-0.07,-0.01668448,K,L,1,0
0.26,0.02530314,O,M,2,0
0.3,0.033474423,O,M,2,0
-0.42,-0.038224332,F,L,6,0
0.46,-0.022638723,P,L,4,0
-0.3,-0.02547428,G,L,5,0
0.12,-0.092368014,N,K,3,0
-0.18,-0.0048721284,I,L,3,0
0.3,0.039184548,O,M,2,0
-0.04,-0.10999539,L,K,1,0
0.0,-0.12635821,M,J,3,0
0.09,0.06548397,N,M,1,0
